Model,MDO3014
Firmware Version,1.20

Waveform Type,ANALOG,,,,Waveform Type,ANALOG
Point Format,Y,,,,Point Format,Y
Horizontal Units,s,,,,Horizontal Units,s
Horizontal Scale,0.001,,,,Horizontal Scale,0.001
Horizontal Delay,0,,,,Horizontal Delay,0
Sample Interval,1e-06,,,,Sample Interval,1e-06
Record Length,10000,,,,Record Length,10000
Gating,0.0% to 100.0%,,,,Gating,0.0% to 100.0%
Probe Attenuation,1,1,1,,Probe Attenuation,1
Vertical Units,V,V,V,,Vertical Units,V
Vertical Offset,0,0,0,,Vertical Offset,0
Vertical Scale,0.02,0.02,0.02,,Vertical Scale,0.005
Vertical Position,0,0,0,,Vertical Position,-1.36
,,,,,,
,,,,,,
,,,,,,
Label,,,,,Label,
TIME,CH1,CH2,CH4,,TIME,"MATH<CH1-CH2>"
-3.651000e-03,0.0330219,0.0350781,-0.0339,,-3.651000e-03,-0.00205625
-3.650000e-03,0.03295,0.0349844,-0.0339062,,-3.650000e-03,-0.00203437
-3.649000e-03,0.0328937,0.0349719,-0.0338281,,-3.649000e-03,-0.00207813
-3.648000e-03,0.0329219,0.0349969,-0.0338781,,-3.648000e-03,-0.002075
-3.647000e-03,0.0328625,0.0348969,-0.0337844,,-3.647000e-03,-0.00203437
-3.646000e-03,0.0328219,0.0349531,-0.0338437,,-3.646000e-03,-0.00213125
-3.645000e-03,0.0328063,0.0349687,-0.0338063,,-3.645000e-03,-0.0021625
-3.644000e-03,0.0328719,0.0349687,-0.0338125,,-3.644000e-03,-0.00209687
-3.643000e-03,0.0327844,0.03495,-0.0338125,,-3.643000e-03,-0.00216562
-3.642000e-03,0.0328031,0.0349187,-0.0338094,,-3.642000e-03,-0.00211562
-3.641000e-03,0.0329406,0.0348469,-0.0336813,,-3.641000e-03,-0.00190625
-3.640000e-03,0.0328656,0.0348625,-0.0337438,,-3.640000e-03,-0.00199688
-3.639000e-03,0.0327375,0.0348531,-0.0337031,,-3.639000e-03,-0.00211562
-3.638000e-03,0.0326594,0.0347688,-0.0337563,,-3.638000e-03,-0.00210938
-3.637000e-03,0.0327406,0.0348469,-0.0336375,,-3.637000e-03,-0.00210625
-3.636000e-03,0.0326969,0.0347531,-0.033675,,-3.636000e-03,-0.00205625
-3.635000e-03,0.0327469,0.0347063,-0.0336531,,-3.635000e-03,-0.00195937
-3.634000e-03,0.0327344,0.0347187,-0.0336344,,-3.634000e-03,-0.00198438
-3.633000e-03,0.03275,0.03475,-0.0336594,,-3.633000e-03,-0.002
-3.632000e-03,0.0326813,0.0348063,-0.0335312,,-3.632000e-03,-0.002125
-3.631000e-03,0.0327906,0.0346875,-0.03365,,-3.631000e-03,-0.00189687
-3.630000e-03,0.0325656,0.0347281,-0.03365,,-3.630000e-03,-0.0021625
-3.629000e-03,0.0326781,0.0347625,-0.0336469,,-3.629000e-03,-0.00208437
-3.628000e-03,0.0326063,0.0345813,-0.0337375,,-3.628000e-03,-0.001975
-3.627000e-03,0.0326,0.0346438,-0.0335937,,-3.627000e-03,-0.00204375
-3.626000e-03,0.0326125,0.034575,-0.0335781,,-3.626000e-03,-0.0019625
-3.625000e-03,0.0325688,0.0345844,-0.0334813,,-3.625000e-03,-0.00201563
-3.624000e-03,0.0325938,0.034625,-0.0335438,,-3.624000e-03,-0.00203125
-3.623000e-03,0.0325125,0.0346656,-0.0335281,,-3.623000e-03,-0.00215313
-3.622000e-03,0.0326313,0.0346719,-0.0335312,,-3.622000e-03,-0.00204063
-3.621000e-03,0.0324969,0.0347344,-0.0335125,,-3.621000e-03,-0.0022375
-3.620000e-03,0.0325187,0.0346,-0.0334625,,-3.620000e-03,-0.00208125
-3.619000e-03,0.03245,0.0345125,-0.0334188,,-3.619000e-03,-0.0020625
-3.618000e-03,0.0324375,0.0345312,-0.0334313,,-3.618000e-03,-0.00209375
-3.617000e-03,0.03245,0.0345219,-0.033375,,-3.617000e-03,-0.00207188
-3.616000e-03,0.0323625,0.034375,-0.0333688,,-3.616000e-03,-0.0020125
-3.615000e-03,0.0323625,0.0343656,-0.0334281,,-3.615000e-03,-0.00200312
-3.614000e-03,0.0322875,0.0344625,-0.0333813,,-3.614000e-03,-0.002175
-3.613000e-03,0.0323969,0.0344281,-0.0333688,,-3.613000e-03,-0.00203125
-3.612000e-03,0.0323344,0.03445,-0.0333,,-3.612000e-03,-0.00211562
-3.611000e-03,0.0324406,0.0344062,-0.0333656,,-3.611000e-03,-0.00196563
-3.610000e-03,0.0323531,0.0344281,-0.0333281,,-3.610000e-03,-0.002075
-3.609000e-03,0.0324,0.0343844,-0.0333375,,-3.609000e-03,-0.00198438
-3.608000e-03,0.0323063,0.0344531,-0.0332719,,-3.608000e-03,-0.00214687
-3.607000e-03,0.0323312,0.0343875,-0.0333531,,-3.607000e-03,-0.00205625
-3.606000e-03,0.0323063,0.0344031,-0.03325,,-3.606000e-03,-0.00209687
-3.605000e-03,0.0321719,0.0342344,-0.0332687,,-3.605000e-03,-0.0020625
-3.604000e-03,0.0322344,0.0343031,-0.03325,,-3.604000e-03,-0.00206875
-3.603000e-03,0.0321063,0.0342938,-0.0332094,,-3.603000e-03,-0.0021875
-3.602000e-03,0.0321469,0.0343625,-0.0332062,,-3.602000e-03,-0.00221563
-3.601000e-03,0.0321344,0.0343094,-0.0332438,,-3.601000e-03,-0.002175
-3.600000e-03,0.0322406,0.0343531,-0.0331375,,-3.600000e-03,-0.0021125
-3.599000e-03,0.0321375,0.0343969,-0.0332094,,-3.599000e-03,-0.00225937
-3.598000e-03,0.0321031,0.0342969,-0.033075,,-3.598000e-03,-0.00219375
-3.597000e-03,0.0321094,0.034375,-0.0331,,-3.597000e-03,-0.00226563
-3.596000e-03,0.0321219,0.0342187,-0.0331469,,-3.596000e-03,-0.00209687
-3.595000e-03,0.0321313,0.0342781,-0.0331219,,-3.595000e-03,-0.00214687
-3.594000e-03,0.0319938,0.0342906,-0.0331156,,-3.594000e-03,-0.00229688
-3.593000e-03,0.0319406,0.0341594,-0.0331063,,-3.593000e-03,-0.00221875
-3.592000e-03,0.0319688,0.0341469,-0.0330406,,-3.592000e-03,-0.00217812
-3.591000e-03,0.0320563,0.0342,-0.0330156,,-3.591000e-03,-0.00214375
-3.590000e-03,0.032025,0.0342125,-0.0330063,,-3.590000e-03,-0.0021875
-3.589000e-03,0.0319781,0.0340875,-0.0329969,,-3.589000e-03,-0.00210938
-3.588000e-03,0.0319063,0.0339469,-0.0329969,,-3.588000e-03,-0.00204063
-3.587000e-03,0.0318969,0.0341594,-0.0329719,,-3.587000e-03,-0.0022625
-3.586000e-03,0.0319406,0.0340281,-0.0329625,,-3.586000e-03,-0.0020875
-3.585000e-03,0.03195,0.0341469,-0.0329125,,-3.585000e-03,-0.00219687
-3.584000e-03,0.0319063,0.0340219,-0.032825,,-3.584000e-03,-0.00211562
-3.583000e-03,0.0318031,0.0339625,-0.0329344,,-3.583000e-03,-0.00215937
-3.582000e-03,0.0317781,0.0339938,-0.0328688,,-3.582000e-03,-0.00221563
-3.581000e-03,0.0317781,0.034025,-0.0328906,,-3.581000e-03,-0.00224688
-3.580000e-03,0.031825,0.034025,-0.0329656,,-3.580000e-03,-0.0022
-3.579000e-03,0.0318094,0.0339656,-0.033,,-3.579000e-03,-0.00215625
-3.578000e-03,0.0318781,0.0339719,-0.0328,,-3.578000e-03,-0.00209375
-3.577000e-03,0.0317438,0.0339281,-0.0328125,,-3.577000e-03,-0.00218438
-3.576000e-03,0.031725,0.03395,-0.0328063,,-3.576000e-03,-0.002225
-3.575000e-03,0.031725,0.0339687,-0.032825,,-3.575000e-03,-0.00224375
-3.574000e-03,0.031775,0.0339281,-0.0327906,,-3.574000e-03,-0.00215313
-3.573000e-03,0.0316031,0.0339813,-0.0328781,,-3.573000e-03,-0.00237813
-3.572000e-03,0.0315594,0.0338844,-0.0328469,,-3.572000e-03,-0.002325
-3.571000e-03,0.0316094,0.0338094,-0.0328156,,-3.571000e-03,-0.0022
-3.570000e-03,0.0316719,0.0338344,-0.0327625,,-3.570000e-03,-0.0021625
-3.569000e-03,0.0315844,0.0338313,-0.0326938,,-3.569000e-03,-0.00224688
-3.568000e-03,0.0316531,0.033825,-0.0327687,,-3.568000e-03,-0.00217188
-3.567000e-03,0.0315219,0.0337469,-0.0327813,,-3.567000e-03,-0.002225
-3.566000e-03,0.0315969,0.0337063,-0.0327781,,-3.566000e-03,-0.00210938
-3.565000e-03,0.0316531,0.0338219,-0.0326,,-3.565000e-03,-0.00216875
-3.564000e-03,0.0315531,0.0338094,-0.03275,,-3.564000e-03,-0.00225625
-3.563000e-03,0.0315469,0.0336531,-0.0326219,,-3.563000e-03,-0.00210625
-3.562000e-03,0.0315,0.0336188,-0.03265,,-3.562000e-03,-0.00211875
-3.561000e-03,0.0314844,0.0336219,-0.0326031,,-3.561000e-03,-0.0021375
-3.560000e-03,0.0314938,0.0336125,-0.0325719,,-3.560000e-03,-0.00211875
-3.559000e-03,0.0314562,0.0336219,-0.0326,,-3.559000e-03,-0.00216562
-3.558000e-03,0.0314156,0.0336438,-0.0325688,,-3.558000e-03,-0.00222812
-3.557000e-03,0.03145,0.0336188,-0.0326156,,-3.557000e-03,-0.00216875
-3.556000e-03,0.031525,0.0335688,-0.0326156,,-3.556000e-03,-0.00204375
-3.555000e-03,0.0314562,0.0336562,-0.0325375,,-3.555000e-03,-0.0022
-3.554000e-03,0.0314375,0.0335625,-0.0325063,,-3.554000e-03,-0.002125
-3.553000e-03,0.0314094,0.0335594,-0.0324938,,-3.553000e-03,-0.00215
-3.552000e-03,0.0313406,0.0335594,-0.0325469,,-3.552000e-03,-0.00221875
-3.551000e-03,0.0313844,0.0335375,-0.0326063,,-3.551000e-03,-0.00215313
-3.550000e-03,0.0312844,0.0334219,-0.0325125,,-3.550000e-03,-0.0021375
-3.549000e-03,0.0312813,0.0335594,-0.0325125,,-3.549000e-03,-0.00227813
-3.548000e-03,0.0311906,0.0334844,-0.0324719,,-3.548000e-03,-0.00229375
-3.547000e-03,0.0311875,0.0334844,-0.032475,,-3.547000e-03,-0.00229688
-3.546000e-03,0.0312094,0.0335531,-0.0324375,,-3.546000e-03,-0.00234375
-3.545000e-03,0.031225,0.0334281,-0.0325187,,-3.545000e-03,-0.00220313
-3.544000e-03,0.0312875,0.0333813,-0.0323937,,-3.544000e-03,-0.00209375
-3.543000e-03,0.0311438,0.0335,-0.0323625,,-3.543000e-03,-0.00235625
-3.542000e-03,0.0311531,0.03335,-0.0323969,,-3.542000e-03,-0.00219687
-3.541000e-03,0.0311688,0.0334781,-0.0324031,,-3.541000e-03,-0.00230938
-3.540000e-03,0.0310937,0.0333406,-0.0323531,,-3.540000e-03,-0.00224688
-3.539000e-03,0.0311,0.0333563,-0.032225,,-3.539000e-03,-0.00225625
-3.538000e-03,0.0310625,0.0333156,-0.0322438,,-3.538000e-03,-0.00225312
-3.537000e-03,0.0309906,0.033275,-0.03225,,-3.537000e-03,-0.00228437
-3.536000e-03,0.0310156,0.0333906,-0.0323188,,-3.536000e-03,-0.002375
-3.535000e-03,0.0310438,0.0333594,-0.0323719,,-3.535000e-03,-0.00231562
-3.534000e-03,0.0310813,0.0333937,-0.0321656,,-3.534000e-03,-0.0023125
-3.533000e-03,0.0311469,0.03325,-0.0321688,,-3.533000e-03,-0.00210312
-3.532000e-03,0.0309438,0.0332156,-0.0322469,,-3.532000e-03,-0.00227187
-3.531000e-03,0.0310719,0.0333,-0.0322563,,-3.531000e-03,-0.00222812
-3.530000e-03,0.030925,0.0332062,-0.0321406,,-3.530000e-03,-0.00228125
-3.529000e-03,0.0310031,0.0331875,-0.032175,,-3.529000e-03,-0.00218438
-3.528000e-03,0.0309563,0.0332344,-0.0321125,,-3.528000e-03,-0.00227813
-3.527000e-03,0.0309563,0.0332313,-0.0321469,,-3.527000e-03,-0.002275
-3.526000e-03,0.0308938,0.0330844,-0.0321375,,-3.526000e-03,-0.00219062
-3.525000e-03,0.0309438,0.0332375,-0.0321406,,-3.525000e-03,-0.00229375
-3.524000e-03,0.0309281,0.0331437,-0.0321313,,-3.524000e-03,-0.00221563
-3.523000e-03,0.0309219,0.0331094,-0.0321469,,-3.523000e-03,-0.0021875
-3.522000e-03,0.0308188,0.0330656,-0.0321313,,-3.522000e-03,-0.00224688
-3.521000e-03,0.0308,0.0332062,-0.0320438,,-3.521000e-03,-0.00240625
-3.520000e-03,0.0308344,0.0330625,-0.0320344,,-3.520000e-03,-0.00222812
-3.519000e-03,0.0308063,0.0331281,-0.0321125,,-3.519000e-03,-0.00232187
-3.518000e-03,0.0307969,0.0332094,-0.0318906,,-3.518000e-03,-0.0024125
-3.517000e-03,0.0309344,0.0330281,-0.0318969,,-3.517000e-03,-0.00209375
-3.516000e-03,0.0307375,0.0331125,-0.0320031,,-3.516000e-03,-0.002375
-3.515000e-03,0.0307906,0.0330344,-0.032025,,-3.515000e-03,-0.00224375
-3.514000e-03,0.0306688,0.033,-0.0319906,,-3.514000e-03,-0.00233125
-3.513000e-03,0.0307188,0.0330281,-0.0320031,,-3.513000e-03,-0.00230938
-3.512000e-03,0.0308094,0.033025,-0.0319375,,-3.512000e-03,-0.00221563
-3.511000e-03,0.0306906,0.0329875,-0.0319219,,-3.511000e-03,-0.00229688
-3.510000e-03,0.0307906,0.0329531,-0.0318875,,-3.510000e-03,-0.0021625
-3.509000e-03,0.0306656,0.0329469,-0.0320094,,-3.509000e-03,-0.00228125
-3.508000e-03,0.0306156,0.0329406,-0.0318875,,-3.508000e-03,-0.002325
-3.507000e-03,0.0305781,0.0329344,-0.0318875,,-3.507000e-03,-0.00235625
-3.506000e-03,0.0307,0.0328781,-0.0318156,,-3.506000e-03,-0.00217812
-3.505000e-03,0.0305219,0.0328219,-0.0318937,,-3.505000e-03,-0.0023
-3.504000e-03,0.0306094,0.0328594,-0.0318531,,-3.504000e-03,-0.00225
-3.503000e-03,0.0306531,0.03285,-0.0319625,,-3.503000e-03,-0.00219687
-3.502000e-03,0.0305531,0.0328531,-0.0317969,,-3.502000e-03,-0.0023
-3.501000e-03,0.030575,0.0328937,-0.0318531,,-3.501000e-03,-0.00231875
-3.500000e-03,0.0306094,0.0328188,-0.03175,,-3.500000e-03,-0.00220937
-3.499000e-03,0.0304531,0.032775,-0.0317906,,-3.499000e-03,-0.00232187
-3.498000e-03,0.03055,0.0328438,-0.0317719,,-3.498000e-03,-0.00229375
-3.497000e-03,0.0304281,0.0325781,-0.031775,,-3.497000e-03,-0.00215
-3.496000e-03,0.0305188,0.0326938,-0.0318344,,-3.496000e-03,-0.002175
-3.495000e-03,0.0304094,0.0326813,-0.0317875,,-3.495000e-03,-0.00227187
-3.494000e-03,0.0303656,0.0327188,-0.0316625,,-3.494000e-03,-0.00235312
-3.493000e-03,0.0304219,0.0327188,-0.0316437,,-3.493000e-03,-0.00229688
-3.492000e-03,0.0303625,0.0326188,-0.0317219,,-3.492000e-03,-0.00225625
-3.491000e-03,0.0303031,0.0326625,-0.0317406,,-3.491000e-03,-0.00235938
-3.490000e-03,0.0305,0.0326719,-0.031625,,-3.490000e-03,-0.00217188
-3.489000e-03,0.03035,0.0327188,-0.0316656,,-3.489000e-03,-0.00236875
-3.488000e-03,0.0302781,0.0325469,-0.0315594,,-3.488000e-03,-0.00226875
-3.487000e-03,0.0302813,0.0326844,-0.031625,,-3.487000e-03,-0.00240313
-3.486000e-03,0.0303,0.0325313,-0.0315531,,-3.486000e-03,-0.00223125
-3.485000e-03,0.0302531,0.0325063,-0.0316,,-3.485000e-03,-0.00225312
-3.484000e-03,0.0303156,0.0325594,-0.0314875,,-3.484000e-03,-0.00224375
-3.483000e-03,0.0303406,0.0325156,-0.0315156,,-3.483000e-03,-0.002175
-3.482000e-03,0.0302156,0.0324594,-0.0315563,,-3.482000e-03,-0.00224375
-3.481000e-03,0.0301406,0.0325812,-0.0315156,,-3.481000e-03,-0.00244063
-3.480000e-03,0.0301812,0.0324938,-0.0316063,,-3.480000e-03,-0.0023125
-3.479000e-03,0.0301938,0.0325438,-0.0314688,,-3.479000e-03,-0.00235
-3.478000e-03,0.0302281,0.0325063,-0.031525,,-3.478000e-03,-0.00227813
-3.477000e-03,0.0301344,0.0324531,-0.0314969,,-3.477000e-03,-0.00231875
-3.476000e-03,0.0300438,0.0325219,-0.0314219,,-3.476000e-03,-0.00247812
-3.475000e-03,0.0301344,0.0323844,-0.0315125,,-3.475000e-03,-0.00225
-3.474000e-03,0.0301,0.0324,-0.0313937,,-3.474000e-03,-0.0023
-3.473000e-03,0.0300219,0.0323969,-0.0314313,,-3.473000e-03,-0.002375
-3.472000e-03,0.0299906,0.0323594,-0.0313531,,-3.472000e-03,-0.00236875
-3.471000e-03,0.0299938,0.0323563,-0.0313688,,-3.471000e-03,-0.0023625
-3.470000e-03,0.0299344,0.0322375,-0.0313875,,-3.470000e-03,-0.00230312
-3.469000e-03,0.0300875,0.0323563,-0.0313875,,-3.469000e-03,-0.00226875
-3.468000e-03,0.03,0.0323125,-0.031225,,-3.468000e-03,-0.0023125
-3.467000e-03,0.0300344,0.0323125,-0.0313156,,-3.467000e-03,-0.00227813
-3.466000e-03,0.0299125,0.0323281,-0.0313375,,-3.466000e-03,-0.00241562
-3.465000e-03,0.0298875,0.0322344,-0.0313313,,-3.465000e-03,-0.00234688
-3.464000e-03,0.0300469,0.032225,-0.0312594,,-3.464000e-03,-0.00217812
-3.463000e-03,0.0299031,0.0322438,-0.0312594,,-3.463000e-03,-0.00234063
-3.462000e-03,0.0300438,0.0321031,-0.0313094,,-3.462000e-03,-0.00205938
-3.461000e-03,0.0297688,0.032225,-0.0312094,,-3.461000e-03,-0.00245625
-3.460000e-03,0.0298469,0.0320812,-0.0312031,,-3.460000e-03,-0.00223438
-3.459000e-03,0.029775,0.0320688,-0.031175,,-3.459000e-03,-0.00229375
-3.458000e-03,0.0298125,0.0321063,-0.0312094,,-3.458000e-03,-0.00229375
-3.457000e-03,0.0299063,0.0321719,-0.0311438,,-3.457000e-03,-0.00226563
-3.456000e-03,0.0298313,0.0321094,-0.0311344,,-3.456000e-03,-0.00227813
-3.455000e-03,0.0297969,0.0320906,-0.0312313,,-3.455000e-03,-0.00229375
-3.454000e-03,0.0297406,0.03215,-0.0311094,,-3.454000e-03,-0.00240938
-3.453000e-03,0.0296563,0.0320688,-0.0311813,,-3.453000e-03,-0.0024125
-3.452000e-03,0.0297188,0.03205,-0.0311594,,-3.452000e-03,-0.00233125
-3.451000e-03,0.0297938,0.0320531,-0.0310563,,-3.451000e-03,-0.00225937
-3.450000e-03,0.0296594,0.0320062,-0.0310937,,-3.450000e-03,-0.00234688
-3.449000e-03,0.0296219,0.0320094,-0.0310594,,-3.449000e-03,-0.0023875
-3.448000e-03,0.0295719,0.0319813,-0.0310875,,-3.448000e-03,-0.00240938
-3.447000e-03,0.0296938,0.0318312,-0.0310125,,-3.447000e-03,-0.0021375
-3.446000e-03,0.0294969,0.0319719,-0.0310094,,-3.446000e-03,-0.002475
-3.445000e-03,0.0295844,0.0319281,-0.0310813,,-3.445000e-03,-0.00234375
-3.444000e-03,0.0296313,0.0319719,-0.0310844,,-3.444000e-03,-0.00234063
-3.443000e-03,0.0295281,0.0319625,-0.0310094,,-3.443000e-03,-0.00243438
-3.442000e-03,0.0296563,0.0318094,-0.0310063,,-3.442000e-03,-0.00215313
-3.441000e-03,0.0295156,0.0318406,-0.0309281,,-3.441000e-03,-0.002325
-3.440000e-03,0.0294938,0.0318281,-0.0308656,,-3.440000e-03,-0.00233437
-3.439000e-03,0.0294562,0.0318875,-0.0309844,,-3.439000e-03,-0.00243125
-3.438000e-03,0.0294938,0.0318,-0.0309344,,-3.438000e-03,-0.00230625
-3.437000e-03,0.029425,0.0318469,-0.0308813,,-3.437000e-03,-0.00242188
-3.436000e-03,0.0293937,0.0319031,-0.0308594,,-3.436000e-03,-0.00250937
-3.435000e-03,0.0295094,0.0318656,-0.0309281,,-3.435000e-03,-0.00235625
-3.434000e-03,0.0294531,0.0318469,-0.0308813,,-3.434000e-03,-0.00239375
-3.433000e-03,0.02945,0.0317844,-0.0308719,,-3.433000e-03,-0.00233437
-3.432000e-03,0.02935,0.0317813,-0.0307844,,-3.432000e-03,-0.00243125
-3.431000e-03,0.0294313,0.0317719,-0.030875,,-3.431000e-03,-0.00234063
-3.430000e-03,0.0293625,0.0317,-0.0307813,,-3.430000e-03,-0.0023375
-3.429000e-03,0.0292688,0.0316,-0.0308063,,-3.429000e-03,-0.00233125
-3.428000e-03,0.0293031,0.0316125,-0.0307969,,-3.428000e-03,-0.00230938
-3.427000e-03,0.0292406,0.0316312,-0.0307563,,-3.427000e-03,-0.00239063
-3.426000e-03,0.0292344,0.0315594,-0.0306906,,-3.426000e-03,-0.002325
-3.425000e-03,0.0292625,0.0315781,-0.0306594,,-3.425000e-03,-0.00231562
-3.424000e-03,0.0292313,0.0316875,-0.0307281,,-3.424000e-03,-0.00245625
-3.423000e-03,0.0293813,0.0316125,-0.0307188,,-3.423000e-03,-0.00223125
-3.422000e-03,0.0292594,0.0316156,-0.0307563,,-3.422000e-03,-0.00235625
-3.421000e-03,0.0292219,0.0315563,-0.0307,,-3.421000e-03,-0.00233437
-3.420000e-03,0.0291719,0.0314906,-0.0306938,,-3.420000e-03,-0.00231875
-3.419000e-03,0.0292094,0.0315125,-0.0306406,,-3.419000e-03,-0.00230312
-3.418000e-03,0.0291656,0.031525,-0.0306438,,-3.418000e-03,-0.00235938
-3.417000e-03,0.0290969,0.0314313,-0.0306344,,-3.417000e-03,-0.00233437
-3.416000e-03,0.0290906,0.0314688,-0.0306094,,-3.416000e-03,-0.00237813
-3.415000e-03,0.0291375,0.0313688,-0.0306688,,-3.415000e-03,-0.00223125
-3.414000e-03,0.0291313,0.0314688,-0.0306,,-3.414000e-03,-0.0023375
-3.413000e-03,0.029025,0.0313625,-0.0306281,,-3.413000e-03,-0.0023375
-3.412000e-03,0.0290375,0.0313438,-0.0305719,,-3.412000e-03,-0.00230625
-3.411000e-03,0.0290344,0.031375,-0.0306375,,-3.411000e-03,-0.00234063
-3.410000e-03,0.0289813,0.0314219,-0.0305438,,-3.410000e-03,-0.00244063
-3.409000e-03,0.028975,0.0314125,-0.0305406,,-3.409000e-03,-0.0024375
-3.408000e-03,0.0289219,0.0313156,-0.0304969,,-3.408000e-03,-0.00239375
-3.407000e-03,0.0288844,0.0314031,-0.0305844,,-3.407000e-03,-0.00251875
-3.406000e-03,0.0288406,0.0313094,-0.0305531,,-3.406000e-03,-0.00246875
-3.405000e-03,0.0289375,0.0313219,-0.0305313,,-3.405000e-03,-0.00238437
-3.404000e-03,0.0288875,0.0310906,-0.0304438,,-3.404000e-03,-0.00220313
-3.403000e-03,0.0288719,0.0312562,-0.0304813,,-3.403000e-03,-0.00238437
-3.402000e-03,0.0288781,0.0312187,-0.0304875,,-3.402000e-03,-0.00234063
-3.401000e-03,0.0288031,0.0312781,-0.0304656,,-3.401000e-03,-0.002475
-3.400000e-03,0.0289063,0.0312094,-0.0304125,,-3.400000e-03,-0.00230312
-3.399000e-03,0.0288531,0.0312719,-0.0304688,,-3.399000e-03,-0.00241875
-3.398000e-03,0.0288406,0.031225,-0.030425,,-3.398000e-03,-0.00238437
-3.397000e-03,0.0287875,0.0312094,-0.0304938,,-3.397000e-03,-0.00242188
-3.396000e-03,0.0287,0.0311875,-0.0303875,,-3.396000e-03,-0.0024875
-3.395000e-03,0.0287094,0.0310531,-0.0302969,,-3.395000e-03,-0.00234375
-3.394000e-03,0.0287781,0.0310563,-0.0303062,,-3.394000e-03,-0.00227813
-3.393000e-03,0.0286938,0.0310813,-0.030325,,-3.393000e-03,-0.0023875
-3.392000e-03,0.0287656,0.0310625,-0.0302813,,-3.392000e-03,-0.00229688
-3.391000e-03,0.0287531,0.03115,-0.0303062,,-3.391000e-03,-0.00239687
-3.390000e-03,0.0286531,0.0310813,-0.0302969,,-3.390000e-03,-0.00242812
-3.389000e-03,0.0286438,0.0311,-0.0302188,,-3.389000e-03,-0.00245625
-3.388000e-03,0.0286625,0.0309781,-0.0302,,-3.388000e-03,-0.00231562
-3.387000e-03,0.0286188,0.0311469,-0.0302313,,-3.387000e-03,-0.00252812
-3.386000e-03,0.0285875,0.0309844,-0.0301656,,-3.386000e-03,-0.00239687
-3.385000e-03,0.028575,0.0309281,-0.0302188,,-3.385000e-03,-0.00235312
-3.384000e-03,0.0285188,0.0308531,-0.0301844,,-3.384000e-03,-0.00233437
-3.383000e-03,0.0284469,0.0308313,-0.0301688,,-3.383000e-03,-0.00238437
-3.382000e-03,0.0285938,0.0309219,-0.030225,,-3.382000e-03,-0.00232813
-3.381000e-03,0.0284281,0.0308219,-0.0301812,,-3.381000e-03,-0.00239375
-3.380000e-03,0.0285031,0.0308781,-0.0300938,,-3.380000e-03,-0.002375
-3.379000e-03,0.0285,0.030925,-0.0300875,,-3.379000e-03,-0.002425
-3.378000e-03,0.0284875,0.0308469,-0.0301688,,-3.378000e-03,-0.00235938
-3.377000e-03,0.0284438,0.0308906,-0.03005,,-3.377000e-03,-0.00244687
-3.376000e-03,0.0284281,0.0308469,-0.0300875,,-3.376000e-03,-0.00241875
-3.375000e-03,0.0282719,0.0308844,-0.0300063,,-3.375000e-03,-0.0026125
-3.374000e-03,0.0283406,0.0307906,-0.03005,,-3.374000e-03,-0.00245
-3.373000e-03,0.0284313,0.030775,-0.0300313,,-3.373000e-03,-0.00234375
-3.372000e-03,0.0282875,0.0307375,-0.02995,,-3.372000e-03,-0.00245
-3.371000e-03,0.0283781,0.0307219,-0.0300219,,-3.371000e-03,-0.00234375
-3.370000e-03,0.0282781,0.0307719,-0.0300031,,-3.370000e-03,-0.00249375
-3.369000e-03,0.0282906,0.030675,-0.0299844,,-3.369000e-03,-0.00238437
-3.368000e-03,0.0283469,0.0307531,-0.0299719,,-3.368000e-03,-0.00240625
-3.367000e-03,0.0283594,0.0307063,-0.0299875,,-3.367000e-03,-0.00234688
-3.366000e-03,0.0283094,0.0307313,-0.0299156,,-3.366000e-03,-0.00242188
-3.365000e-03,0.0282375,0.0305938,-0.0299813,,-3.365000e-03,-0.00235625
-3.364000e-03,0.0282531,0.0306188,-0.0298844,,-3.364000e-03,-0.00236562
-3.363000e-03,0.0282,0.0305,-0.0298813,,-3.363000e-03,-0.0023
-3.362000e-03,0.0281375,0.0306438,-0.0299156,,-3.362000e-03,-0.00250625
-3.361000e-03,0.0281875,0.0306125,-0.0298625,,-3.361000e-03,-0.002425
-3.360000e-03,0.0281563,0.0306563,-0.0298625,,-3.360000e-03,-0.0025
-3.359000e-03,0.0282344,0.0305188,-0.0298719,,-3.359000e-03,-0.00228437
-3.358000e-03,0.0282375,0.0305844,-0.0299563,,-3.358000e-03,-0.00234688
-3.357000e-03,0.0281125,0.0305875,-0.0298656,,-3.357000e-03,-0.002475
-3.356000e-03,0.0281063,0.0306469,-0.029875,,-3.356000e-03,-0.00254062
-3.355000e-03,0.0281281,0.0305938,-0.0297813,,-3.355000e-03,-0.00246563
-3.354000e-03,0.0281031,0.0305813,-0.029725,,-3.354000e-03,-0.00247812
-3.353000e-03,0.0280062,0.0305656,-0.0297813,,-3.353000e-03,-0.00255937
-3.352000e-03,0.0279719,0.0304844,-0.0297594,,-3.352000e-03,-0.0025125
-3.351000e-03,0.0280344,0.0304188,-0.0297594,,-3.351000e-03,-0.00238437
-3.350000e-03,0.0280281,0.0303687,-0.0296656,,-3.350000e-03,-0.00234063
-3.349000e-03,0.0279844,0.0304344,-0.029775,,-3.349000e-03,-0.00245
-3.348000e-03,0.0279625,0.0304813,-0.0297938,,-3.348000e-03,-0.00251875
-3.347000e-03,0.0279969,0.0305156,-0.0297344,,-3.347000e-03,-0.00251875
